Location,Longitude,Latitude,OrderValue,NearestHub,Distance(meters),Route,Time
Sector 35 Market - Point 84,76.7711158545717,30.7189382325252,1434.95,D,3077.2661722774856,"(30.7185953,76.7706458);(30.7183798,76.7708294);(30.7181203,76.7710505);(30.7175966,76.7714968);(30.7175645,76.771446);(30.7172088,76.770882);(30.716985,76.7705272);(30.7166226,76.7699524);(30.7164051,76.7696077);(30.7157705,76.7701325);(30.7155526,76.769773);(30.7152556,76.769283);(30.7149634,76.7687518);(30.7147108,76.7683256);(30.7143618,76.7677575);(30.7129085,76.766422);(30.7124099,76.7668359);(30.7118883,76.7672595);(30.7110499,76.7659364);(30.710752,76.7654661);(30.7104128,76.7649307);(30.7103659,76.764852);(30.7101626,76.7645105);(30.71,76.7642374);(30.7098035,76.7642271);(30.7096423,76.7642291);(30.7090716,76.7642204);(30.708476,76.764215);(30.7084485,76.7641402);(30.7077738,76.7641186);(30.7072594,76.7641164);(30.7061365,76.7640863);(30.7059592,76.7640884);(30.7052394,76.7628973);(30.7047744,76.7620674);(30.7047792,76.7617334);(30.7047892,76.7610332);(30.7047991,76.760333);(30.7048039,76.7599992);(30.7045412,76.7599915);(30.7041693,76.7603105);(30.7036442,76.7607395);(30.7035655,76.760805);(30.7026245,76.7592896);(30.7009333,76.756566);(30.7006339,76.7560853);(30.7005946,76.7560853);(30.7005443,76.7559632)",23:25
Punjab University - Point 85,76.7633920739951,30.7646610912308,156.26,B,2163.4517864444547,"(30.7620181,76.7572951);(30.7579502,76.7599527);(30.7579166,76.7600171);(30.7578494,76.7600677);(30.7549022,76.7622986);(30.7527625,76.7638789);(30.7523425,76.764258);(30.7521691,76.7644916);(30.7521249,76.7647084);(30.7519508,76.7648595);(30.7517492,76.7648418);(30.7514503,76.7649657);(30.74901,76.7668637);(30.7470416,76.7684186);(30.7460999,76.7692041);(30.746064,76.7694752)",02:28
Rock Garden - Point 86,76.8083376759712,30.7531901143203,1473.08,B,4884.491459553382,"(30.7546828,76.8058588);(30.7523994,76.8035065);(30.7525052,76.8034168);(30.7532876,76.8027608);(30.7549141,76.8014114);(30.7558576,76.800634);(30.7558352,76.8004507);(30.7537271,76.7970649);(30.7536072,76.7970073);(30.7536071,76.7968234);(30.753397,76.7965133);(30.7505066,76.7919119);(30.7502614,76.7915208);(30.749892,76.7909316);(30.7497685,76.7907347);(30.7475811,76.7872129);(30.7466912,76.7861854);(30.7465261,76.786161);(30.7462063,76.7857524);(30.7462553,76.7853716);(30.746015,76.7847296);(30.7432014,76.7802209);(30.7429976,76.7798944);(30.7430744,76.7798302);(30.74563,76.7776949);(30.7434742,76.7731898);(30.7432818,76.7722529);(30.7435977,76.7719896);(30.7434708,76.7717956);(30.7431792,76.7715491);(30.7430898,76.7714273);(30.743113,76.7713585);(30.7432015,76.7713177);(30.7432294,76.7713264);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",06:13
Rose Garden - Point 87,76.7902126768311,30.7593864056166,1757.53,B,2778.567723590162,"(30.759398,76.7895413);(30.7581648,76.7875999);(30.7578587,76.7862656);(30.7572229,76.7852672);(30.7567631,76.7857249);(30.756651,76.785873);(30.7564129,76.7860631);(30.7563611,76.786104);(30.7563187,76.7860363);(30.7532533,76.7811236);(30.7530485,76.7808556);(30.7527605,76.7808144);(30.7526535,76.7806456);(30.7526802,76.7803535);(30.7525147,76.7799664);(30.749624,76.7753976);(30.7495713,76.7753161);(30.7490066,76.7743754);(30.7489297,76.7742528);(30.7458903,76.7696263);(30.7456649,76.7695953);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",23:37
Sector 17 Plaza - Point 88,76.7829327916204,30.7448837705041,1519.72,B,2049.370867084536,"(30.7453728,76.7840134);(30.7435408,76.7810488);(30.7432008,76.7805065);(30.7432014,76.7802209);(30.7429976,76.7798944);(30.7430744,76.7798302);(30.74563,76.7776949);(30.7434742,76.7731898);(30.7432818,76.7722529);(30.7435977,76.7719896);(30.7434708,76.7717956);(30.7431792,76.7715491);(30.7430898,76.7714273);(30.743113,76.7713585);(30.7432015,76.7713177);(30.7432294,76.7713264);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",05:44
Sector 17 Plaza - Point 89,76.7851515784797,30.7443264822913,128.55,B,2169.182626525916,"(30.7445711,76.7847615);(30.7445421,76.7847151);(30.7446237,76.7846263);(30.7447292,76.7845571);(30.7453728,76.7840134);(30.7435408,76.7810488);(30.7432008,76.7805065);(30.7432014,76.7802209);(30.7429976,76.7798944);(30.7430744,76.7798302);(30.74563,76.7776949);(30.7434742,76.7731898);(30.7432818,76.7722529);(30.7435977,76.7719896);(30.7434708,76.7717956);(30.7431792,76.7715491);(30.7430898,76.7714273);(30.743113,76.7713585);(30.7432015,76.7713177);(30.7432294,76.7713264);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",02:28
Rock Garden - Point 90,76.814629395133,30.755118781892,1264.1,A,5537.061383987461,"(30.7551698,76.8145482);(30.7546801,76.8145177);(30.7547581,76.8135871);(30.7540058,76.8142243);(30.7530061,76.8150252);(30.7487408,76.8065702);(30.7471981,76.8078653);(30.7465435,76.8068025);(30.7457401,76.8059161);(30.7450684,76.8051674);(30.7446359,76.8045046);(30.7447476,76.8044114);(30.7443813,76.8038183);(30.7427272,76.8051452);(30.7421404,76.8042185);(30.7419256,76.8038793);(30.7418104,76.8036973);(30.7415867,76.8033439);(30.7415257,76.8032477);(30.7414071,76.8030604);(30.7411957,76.8027265);(30.7411276,76.8026189);(30.7398281,76.802985);(30.7393211,76.8034113);(30.7392395,76.8034805);(30.7371536,76.8001394);(30.7371096,76.8000689);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",00:11
Sector 17 Plaza - Point 91,76.7803735137133,30.7422897992942,435.43,B,1982.1133864851713,"(30.741785,76.780078);(30.7427043,76.7815508);(30.7435408,76.7810488);(30.7432008,76.7805065);(30.7432014,76.7802209);(30.7429976,76.7798944);(30.7430744,76.7798302);(30.74563,76.7776949);(30.7434742,76.7731898);(30.7432818,76.7722529);(30.7435977,76.7719896);(30.7434708,76.7717956);(30.7431792,76.7715491);(30.7430898,76.7714273);(30.743113,76.7713585);(30.7432015,76.7713177);(30.7432294,76.7713264);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",10:49
Sector 22 Market - Point 92,76.7834512805904,30.7339952054926,541.58,A,1533.1943695381412,"(30.733546,76.782971);(30.7325999,76.7832778);(30.7318848,76.7838673);(30.7317784,76.7836942);(30.7312343,76.7828097);(30.7305387,76.7823174);(30.7281799,76.7844027);(30.7279518,76.7847428);(30.7279152,76.7850141);(30.7277828,76.785152);(30.7275399,76.7851475);(30.7272863,76.7852337);(30.7246502,76.7876609);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",21:50
Sector 7 Market - Point 93,76.8013137625368,30.7431857061599,1279.07,A,3171.011846017591,"(30.7432309,76.8001296);(30.7432282,76.8001253);(30.74119,76.8018395);(30.7408273,76.8021446);(30.7404286,76.8024799);(30.7398281,76.802985);(30.7393211,76.8034113);(30.7392395,76.8034805);(30.7371536,76.8001394);(30.7371096,76.8000689);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",18:24
Rock Garden - Point 94,76.8076121117444,30.7530540686647,463.26,B,4884.491459553382,"(30.7546828,76.8058588);(30.7523994,76.8035065);(30.7525052,76.8034168);(30.7532876,76.8027608);(30.7549141,76.8014114);(30.7558576,76.800634);(30.7558352,76.8004507);(30.7537271,76.7970649);(30.7536072,76.7970073);(30.7536071,76.7968234);(30.753397,76.7965133);(30.7505066,76.7919119);(30.7502614,76.7915208);(30.749892,76.7909316);(30.7497685,76.7907347);(30.7475811,76.7872129);(30.7466912,76.7861854);(30.7465261,76.786161);(30.7462063,76.7857524);(30.7462553,76.7853716);(30.746015,76.7847296);(30.7432014,76.7802209);(30.7429976,76.7798944);(30.7430744,76.7798302);(30.74563,76.7776949);(30.7434742,76.7731898);(30.7432818,76.7722529);(30.7435977,76.7719896);(30.7434708,76.7717956);(30.7431792,76.7715491);(30.7430898,76.7714273);(30.743113,76.7713585);(30.7432015,76.7713177);(30.7432294,76.7713264);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",21:22
Sukhna Lake - Point 95,76.822898494471,30.7391483948341,1326.06,A,4412.604325396345,"(30.7355521,76.8233984);(30.7367622,76.8167619);(30.7335247,76.8152678);(30.7357008,76.811961);(30.7336026,76.8087378);(30.7335527,76.8086597);(30.7313187,76.8051005);(30.7312976,76.8050668);(30.7312723,76.8050266);(30.7296696,76.8024706);(30.7294253,76.8020905);(30.7290647,76.8017149);(30.7289163,76.801686);(30.7287776,76.8015391);(30.7287818,76.8011886);(30.728633,76.8007824);(30.7258526,76.7963377);(30.725669,76.796044);(30.7256009,76.795935);(30.7256728,76.7958778);(30.7258622,76.7957165);(30.7262096,76.7955072);(30.7264588,76.7952254);(30.726662,76.7949097);(30.726695,76.794713);(30.7265519,76.7944516);(30.7262463,76.7939653);(30.7261533,76.7938135);(30.725967,76.7935092);(30.7256744,76.7930314);(30.7255074,76.7927589);(30.7249418,76.7920289);(30.724861,76.7918989);(30.7246233,76.7915162);(30.724595,76.7914706);(30.7242974,76.7905125);(30.7245477,76.7903042);(30.7249147,76.7899987);(30.7252708,76.7897022);(30.7248048,76.7889424);(30.7251674,76.7886398);(30.724728,76.7879258)",07:34
Sector 26 Food Court - Point 96,76.8048633838458,30.7385905569396,1878.51,A,2774.1509480379987,"(30.7386228,76.8044993);(30.7390021,76.8041774);(30.7394416,76.8038043);(30.7392395,76.8034805);(30.7371536,76.8001394);(30.7371096,76.8000689);(30.7368991,76.7997318);(30.7350604,76.7967866);(30.7347847,76.7964454);(30.7345291,76.7963913);(30.7344293,76.7962312);(30.7344486,76.7959303);(30.7342308,76.7954301);(30.731256,76.7907202);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",20:02
Sector 22 Market - Point 97,76.7845441576177,30.7380013445167,1151.96,A,2171.0896874098976,"(30.7376696,76.7844065);(30.7371423,76.7843708);(30.7370189,76.7844768);(30.7366553,76.7847892);(30.7371233,76.7855332);(30.7371521,76.7855813);(30.7370807,76.7856413);(30.7368462,76.7858129);(30.7362614,76.7862811);(30.7358274,76.7865095);(30.7357814,76.7865652);(30.7356459,76.7865733);(30.7355819,76.7864971);(30.7352258,76.7865839);(30.7339863,76.7877594);(30.7339167,76.7878166);(30.7328129,76.7888977);(30.7327106,76.7889227);(30.7324851,76.7889825);(30.7322763,76.7891054);(30.7315301,76.7896576);(30.731093,76.7903016);(30.7310682,76.7904444);(30.7308813,76.7907908);(30.7306657,76.7909661);(30.729744,76.791745);(30.7294529,76.7919733);(30.7293629,76.7920905);(30.7292581,76.7920765);(30.7292095,76.7920186);(30.7292436,76.7918248);(30.728979,76.7914441);(30.7287338,76.7905674);(30.7282039,76.7896052);(30.7276249,76.7886857);(30.727368,76.7882711);(30.7264119,76.7887515);(30.7260149,76.7890828);(30.7256668,76.788546);(30.7255017,76.7883608);(30.7251674,76.7886398);(30.724728,76.7879258)",23:05
Rose Garden - Point 98,76.7873630770556,30.752625266833,730.46,B,2792.501615018657,"(30.7525596,76.7872695);(30.7527813,76.7870872);(30.7529605,76.787371);(30.7531642,76.7876936);(30.7533734,76.7880249);(30.7546895,76.7879045);(30.7563562,76.7872599);(30.7564944,76.7871483);(30.7565588,76.7870412);(30.756621,76.786517);(30.7563611,76.786104);(30.7563187,76.7860363);(30.7532533,76.7811236);(30.7530485,76.7808556);(30.7527605,76.7808144);(30.7526535,76.7806456);(30.7526802,76.7803535);(30.7525147,76.7799664);(30.749624,76.7753976);(30.7495713,76.7753161);(30.7490066,76.7743754);(30.7489297,76.7742528);(30.7458903,76.7696263);(30.7456649,76.7695953);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",16:13
Rose Garden - Point 99,76.7875999020538,30.7583924167179,1240.47,B,2547.8811871398607,"(30.7581648,76.7875999);(30.7578587,76.7862656);(30.7572229,76.7852672);(30.7567631,76.7857249);(30.756651,76.785873);(30.7564129,76.7860631);(30.7563611,76.786104);(30.7563187,76.7860363);(30.7532533,76.7811236);(30.7530485,76.7808556);(30.7527605,76.7808144);(30.7526535,76.7806456);(30.7526802,76.7803535);(30.7525147,76.7799664);(30.749624,76.7753976);(30.7495713,76.7753161);(30.7490066,76.7743754);(30.7489297,76.7742528);(30.7458903,76.7696263);(30.7456649,76.7695953);(30.7455151,76.7693499);(30.7455537,76.7691112);(30.7457159,76.7689604);(30.7459919,76.7690143);(30.7460999,76.7692041);(30.746064,76.7694752)",00:09
Punjab University - Point 100,76.7633924989882,30.7611380692974,485.59,B,1622.5938079695388,"(30.7579166,76.7600171);(30.7578494,76.7600677);(30.7549022,76.7622986);(30.7527625,76.7638789);(30.7523425,76.764258);(30.7521691,76.7644916);(30.7521249,76.7647084);(30.7519508,76.7648595);(30.7517492,76.7648418);(30.7514503,76.7649657);(30.74901,76.7668637);(30.7470416,76.7684186);(30.7460999,76.7692041);(30.746064,76.7694752)",16:25
Location_1,76.772289,30.709057,1245.0,D,2180.186410140782,"(30.7089257,76.7723029);(30.7091571,76.7726711);(30.7093555,76.7729869);(30.7102917,76.7721814);(30.7106565,76.7720114);(30.7078075,76.767575);(30.7076055,76.7675574);(30.7074322,76.767298);(30.7074709,76.7670596);(30.7041679,76.7617328);(30.7041163,76.7616543);(30.7035655,76.760805);(30.7026245,76.7592896);(30.7009333,76.756566);(30.7006339,76.7560853);(30.7005946,76.7560853);(30.7005443,76.7559632)",22:41
Location_2,76.745771,30.739692,1876.5,C,3047.7308341521157,"(30.739507,76.7456065);(30.73906,76.7459773);(30.7386077,76.7463369);(30.7383175,76.7458699);(30.7379241,76.7452366);(30.7370376,76.7459389);(30.7372245,76.7462627);(30.7364015,76.7469411);(30.7360438,76.7463827);(30.7350606,76.744746);(30.7350063,76.7446597);(30.7347819,76.744303);(30.7344489,76.7437734);(30.7348562,76.7434215);(30.7351556,76.7431603);(30.7349011,76.7427426);(30.7346753,76.7423837);(30.7345946,76.7422555);(30.7344475,76.7420218);(30.7341909,76.7416138);(30.7341825,76.7406563);(30.7339784,76.7403309);(30.7337755,76.7400075);(30.7335664,76.739655);(30.7333631,76.7393501);(30.7329087,76.7386258);(30.7328811,76.7385818);(30.7323719,76.7377165);(30.7323126,76.7376158);(30.7320451,76.7371689);(30.7318518,76.7368631);(30.7321136,76.7366454);(30.7319455,76.7360626);(30.731939,76.7355738);(30.7318942,76.7350166);(30.7322046,76.7343738);(30.7325714,76.7338163);(30.7324217,76.7335769);(30.7323446,76.7334535);(30.7321342,76.7331171);(30.7313241,76.7317893);(30.7309762,76.7314459);(30.7308073,76.7314205);(30.7306285,76.7310773);(30.7306447,76.7309845);(30.7305205,76.7305771);(30.7300605,76.7297742);(30.7299554,76.7296009);(30.7292047,76.7283793);(30.7279605,76.7289586);(30.7271001,76.7275892)",01:34
Location_3,76.745194,30.746144,2198.75,C,3286.8364279098455,"(30.7463094,76.7452199);(30.7459281,76.7446224);(30.7455388,76.7439686);(30.745372,76.7436651);(30.7451932,76.7433702);(30.7449648,76.7429505);(30.7448494,76.7427364);(30.7445978,76.7423077);(30.7443365,76.7418663);(30.7433475,76.7417153);(30.7432571,76.7415671);(30.7428239,76.7408569);(30.7426699,76.7406044);(30.7423688,76.7401108);(30.7422435,76.7399053);(30.7420821,76.7396352);(30.7411565,76.740311);(30.7411245,76.7402594);(30.7410587,76.7401572);(30.7396736,76.7378733);(30.73919,76.7382803);(30.7388889,76.7385137);(30.7387411,76.738527);(30.7379174,76.7375572);(30.7374208,76.7379965);(30.7363028,76.7363222);(30.7357678,76.7367745);(30.7353942,76.7364881);(30.7349494,76.7368723);(30.7347196,76.7370708);(30.7346411,76.7371314);(30.7344174,76.7367728);(30.7341483,76.7363413);(30.7334082,76.7351547);(30.7333593,76.7350792);(30.7328445,76.7342845);(30.7325714,76.7338163);(30.7324217,76.7335769);(30.7323446,76.7334535);(30.7321342,76.7331171);(30.7313241,76.7317893);(30.7309762,76.7314459);(30.7308073,76.7314205);(30.7306285,76.7310773);(30.7306447,76.7309845);(30.7305205,76.7305771);(30.7300605,76.7297742);(30.7299554,76.7296009);(30.7292047,76.7283793);(30.7279605,76.7289586);(30.7271001,76.7275892)",03:45
Location_4,76.77719,30.705418,1456.25,D,3020.8235811796094,"(30.705227,76.7774104);(30.7058434,76.7768654);(30.7056767,76.7766005);(30.7060624,76.7762763);(30.7057718,76.7758188);(30.7062462,76.7754178);(30.7069332,76.7765036);(30.7081963,76.7754401);(30.7095064,76.774344);(30.7108022,76.7732563);(30.7110676,76.7729391);(30.7110788,76.772768);(30.7106565,76.7720114);(30.7078075,76.767575);(30.7076055,76.7675574);(30.7074322,76.767298);(30.7074709,76.7670596);(30.7041679,76.7617328);(30.7041163,76.7616543);(30.7035655,76.760805);(30.7026245,76.7592896);(30.7009333,76.756566);(30.7006339,76.7560853);(30.7005946,76.7560853);(30.7005443,76.7559632)",01:30
Ambedkar Awas Yojna Sector 56 Chandigarh,76.718388,30.738411,1710.0,C,2711.798763246,"(30.7385847,76.7185973);(30.7382267,76.7189074);(30.7379002,76.7191602);(30.7379919,76.7193164);(30.7376625,76.7195355);(30.7373213,76.719602);(30.7372446,76.7196343);(30.7376395,76.7202621);(30.7373313,76.7204964);(30.7367279,76.7209888);(30.7364417,76.7212747);(30.7364877,76.7213483);(30.7369687,76.7220706);(30.735274,76.7235269);(30.7368505,76.7260991);(30.7370751,76.7262833);(30.7372506,76.7263275);(30.7374018,76.7265952);(30.7373581,76.726818);(30.7371325,76.7269817);(30.7369053,76.7268977);(30.7365997,76.7270856);(30.7364359,76.7272035);(30.7317716,76.7305739);(30.7315821,76.7307124);(30.7312286,76.7310709);(30.7312165,76.7312023);(30.7309762,76.7314459);(30.7308073,76.7314205);(30.7306285,76.7310773);(30.7306447,76.7309845);(30.7305205,76.7305771);(30.7300605,76.7297742);(30.7299554,76.7296009);(30.7292047,76.7283793);(30.7279605,76.7289586);(30.7271001,76.7275892)",01:25
39 Sector 39Chandigarh160036,76.724328,30.741182,1478.0,C,1970.4237635397078,"(30.7405767,76.7245754);(30.7382855,76.7261698);(30.7379606,76.7260777);(30.73775,76.7262299);(30.7374018,76.7265952);(30.7373581,76.726818);(30.7371325,76.7269817);(30.7369053,76.7268977);(30.7365997,76.7270856);(30.7364359,76.7272035);(30.7317716,76.7305739);(30.7315821,76.7307124);(30.7312286,76.7310709);(30.7312165,76.7312023);(30.7309762,76.7314459);(30.7308073,76.7314205);(30.7306285,76.7310773);(30.7306447,76.7309845);(30.7305205,76.7305771);(30.7300605,76.7297742);(30.7299554,76.7296009);(30.7292047,76.7283793);(30.7279605,76.7289586);(30.7271001,76.7275892)",09:59
Sector 40B Chandigarh 160036,76.734469,30.741519,1924.0,C,2390.482370026407,"(30.7417725,76.7349136);(30.7410483,76.7337595);(30.7407628,76.7333046);(30.7400475,76.7321649);(30.7396447,76.7324702);(30.7392325,76.7328144);(30.7387886,76.733192);(30.7385383,76.7327741);(30.7380118,76.731958);(30.7368825,76.731171);(30.7367462,76.7312836);(30.7363536,76.7316019);(30.7360924,76.7318221);(30.7350205,76.7301376);(30.7348876,76.7299232);(30.7343323,76.7290219);(30.732097,76.7306524);(30.7317716,76.7305739);(30.7315821,76.7307124);(30.7312286,76.7310709);(30.7312165,76.7312023);(30.7309762,76.7314459);(30.7308073,76.7314205);(30.7306285,76.7310773);(30.7306447,76.7309845);(30.7305205,76.7305771);(30.7300605,76.7297742);(30.7299554,76.7296009);(30.7292047,76.7283793);(30.7279605,76.7289586);(30.7271001,76.7275892)",02:07
39D Sector 39 Chandigarh 160036,76.724328,30.741182,2140.0,C,1970.4237635397078,"(30.7405767,76.7245754);(30.7382855,76.7261698);(30.7379606,76.7260777);(30.73775,76.7262299);(30.7374018,76.7265952);(30.7373581,76.726818);(30.7371325,76.7269817);(30.7369053,76.7268977);(30.7365997,76.7270856);(30.7364359,76.7272035);(30.7317716,76.7305739);(30.7315821,76.7307124);(30.7312286,76.7310709);(30.7312165,76.7312023);(30.7309762,76.7314459);(30.7308073,76.7314205);(30.7306285,76.7310773);(30.7306447,76.7309845);(30.7305205,76.7305771);(30.7300605,76.7297742);(30.7299554,76.7296009);(30.7292047,76.7283793);(30.7279605,76.7289586);(30.7271001,76.7275892)",15:36
Ambedkar Awas YojnaSector 56 Chandigarh,76.718388,30.738411,1613.0,C,2711.798763246,"(30.7385847,76.7185973);(30.7382267,76.7189074);(30.7379002,76.7191602);(30.7379919,76.7193164);(30.7376625,76.7195355);(30.7373213,76.719602);(30.7372446,76.7196343);(30.7376395,76.7202621);(30.7373313,76.7204964);(30.7367279,76.7209888);(30.7364417,76.7212747);(30.7364877,76.7213483);(30.7369687,76.7220706);(30.735274,76.7235269);(30.7368505,76.7260991);(30.7370751,76.7262833);(30.7372506,76.7263275);(30.7374018,76.7265952);(30.7373581,76.726818);(30.7371325,76.7269817);(30.7369053,76.7268977);(30.7365997,76.7270856);(30.7364359,76.7272035);(30.7317716,76.7305739);(30.7315821,76.7307124);(30.7312286,76.7310709);(30.7312165,76.7312023);(30.7309762,76.7314459);(30.7308073,76.7314205);(30.7306285,76.7310773);(30.7306447,76.7309845);(30.7305205,76.7305771);(30.7300605,76.7297742);(30.7299554,76.7296009);(30.7292047,76.7283793);(30.7279605,76.7289586);(30.7271001,76.7275892)",18:31
Sector 55,76.722903,30.734927,1103.0,C,2468.378189782116,"(30.7349985,76.7226265);(30.7352155,76.7224374);(30.7358143,76.721903);(30.7364877,76.7213483);(30.7369687,76.7220706);(30.735274,76.7235269);(30.7368505,76.7260991);(30.7370751,76.7262833);(30.7372506,76.7263275);(30.7374018,76.7265952);(30.7373581,76.726818);(30.7371325,76.7269817);(30.7369053,76.7268977);(30.7365997,76.7270856);(30.7364359,76.7272035);(30.7317716,76.7305739);(30.7315821,76.7307124);(30.7312286,76.7310709);(30.7312165,76.7312023);(30.7309762,76.7314459);(30.7308073,76.7314205);(30.7306285,76.7310773);(30.7306447,76.7309845);(30.7305205,76.7305771);(30.7300605,76.7297742);(30.7299554,76.7296009);(30.7292047,76.7283793);(30.7279605,76.7289586);(30.7271001,76.7275892)",23:22
